"","Hour_of_day","Day_date","date_time","pickups","min","Row_num","Date","Time..EST.","Temp.","Visibility","Precip","Conditions","Day_of_week","Month","Week","X","Date_1","one_week_lag_pickups","isholiday","hour_min"
"353",8,2015-01-08,2015-01-08 08:00:00,701,0,177,"1/8/2015","8:51:00",-10.6,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 8:51",287,"0","8-0"
"354",8,2015-01-08,2015-01-08 08:30:00,588,30,177,"1/8/2015","8:51:00",-10.6,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 8:51",290,"0","8-30"
"355",9,2015-01-08,2015-01-08 09:00:00,518,0,178,"1/8/2015","9:51:00",-9.4,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 9:51",377,"0","9-0"
"356",9,2015-01-08,2015-01-08 09:30:00,513,30,178,"1/8/2015","9:51:00",-9.4,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 9:51",370,"0","9-30"
"357",10,2015-01-08,2015-01-08 10:00:00,551,0,179,"1/8/2015","10:51:00",-8.3,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 10:51",365,"0","10-0"
"358",10,2015-01-08,2015-01-08 10:30:00,597,30,179,"1/8/2015","10:51:00",-8.3,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 10:51",551,"0","10-30"
"359",11,2015-01-08,2015-01-08 11:00:00,495,0,180,"1/8/2015","11:51:00",-7.2,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 11:51",528,"0","11-0"
"360",11,2015-01-08,2015-01-08 11:30:00,590,30,180,"1/8/2015","11:51:00",-7.2,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 11:51",497,"0","11-30"
"361",12,2015-01-08,2015-01-08 12:00:00,487,0,181,"1/8/2015","12:51:00",-6.1,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 12:51",509,"0","12-0"
"362",12,2015-01-08,2015-01-08 12:30:00,502,30,181,"1/8/2015","12:51:00",-6.1,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 12:51",523,"0","12-30"
"363",13,2015-01-08,2015-01-08 13:00:00,442,0,182,"1/8/2015","13:51:00",-6.1,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 13:51",527,"0","13-0"
"364",13,2015-01-08,2015-01-08 13:30:00,527,30,182,"1/8/2015","13:51:00",-6.1,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 13:51",607,"0","13-30"
"365",14,2015-01-08,2015-01-08 14:00:00,554,0,183,"1/8/2015","14:51:00",-5.6,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 14:51",525,"0","14-0"
"366",14,2015-01-08,2015-01-08 14:30:00,515,30,183,"1/8/2015","14:51:00",-5.6,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 14:51",480,"0","14-30"
"367",15,2015-01-08,2015-01-08 15:00:00,588,0,184,"1/8/2015","15:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 15:51",595,"0","15-0"
"368",15,2015-01-08,2015-01-08 15:30:00,569,30,184,"1/8/2015","15:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 15:51",560,"0","15-30"
"369",16,2015-01-08,2015-01-08 16:00:00,622,0,185,"1/8/2015","16:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 16:51",484,"0","16-0"
"370",16,2015-01-08,2015-01-08 16:30:00,516,30,185,"1/8/2015","16:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 16:51",536,"0","16-30"
"371",17,2015-01-08,2015-01-08 17:00:00,633,0,186,"1/8/2015","17:51:00",-7.2,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 17:51",506,"0","17-0"
"372",17,2015-01-08,2015-01-08 17:30:00,728,30,186,"1/8/2015","17:51:00",-7.2,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 17:51",635,"0","17-30"
"373",18,2015-01-08,2015-01-08 18:00:00,712,0,187,"1/8/2015","18:51:00",-7.2,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 18:51",544,"0","18-0"
"374",18,2015-01-08,2015-01-08 18:30:00,713,30,187,"1/8/2015","18:51:00",-7.2,16.1,0,"Partly Cloudy","5",1,2,NA,"1/8/2015 18:51",531,"0","18-30"
"375",19,2015-01-08,2015-01-08 19:00:00,705,0,188,"1/8/2015","19:51:00",-7.8,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 19:51",555,"0","19-0"
"376",19,2015-01-08,2015-01-08 19:30:00,613,30,188,"1/8/2015","19:51:00",-7.8,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 19:51",382,"0","19-30"
"377",20,2015-01-08,2015-01-08 20:00:00,647,0,189,"1/8/2015","20:51:00",-7.8,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 20:51",501,"0","20-0"
"378",20,2015-01-08,2015-01-08 20:30:00,575,30,189,"1/8/2015","20:51:00",-7.8,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 20:51",481,"0","20-30"
"379",21,2015-01-08,2015-01-08 21:00:00,595,0,190,"1/8/2015","21:51:00",-7.2,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 21:51",454,"0","21-0"
"380",21,2015-01-08,2015-01-08 21:30:00,537,30,190,"1/8/2015","21:51:00",-7.2,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 21:51",388,"0","21-30"
"381",22,2015-01-08,2015-01-08 22:00:00,509,0,191,"1/8/2015","22:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 22:51",327,"0","22-0"
"382",22,2015-01-08,2015-01-08 22:30:00,559,30,191,"1/8/2015","22:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 22:51",375,"0","22-30"
"383",23,2015-01-08,2015-01-08 23:00:00,506,0,192,"1/8/2015","23:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 23:51",421,"0","23-0"
"384",23,2015-01-08,2015-01-08 23:30:00,354,30,192,"1/8/2015","23:51:00",-6.7,16.1,0,"Overcast","5",1,2,NA,"1/8/2015 23:51",454,"0","23-30"
"385",0,2015-01-09,2015-01-09 00:00:00,343,0,193,"1/9/2015","0:51:00",-5.6,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 0:51",359,"0","0-0"
"386",0,2015-01-09,2015-01-09 00:30:00,342,30,193,"1/9/2015","0:51:00",-5.6,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 0:51",230,"0","0-30"
"387",1,2015-01-09,2015-01-09 01:00:00,153,0,194,"1/9/2015","1:51:00",-4.4,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 1:51",201,"0","1-0"
"388",1,2015-01-09,2015-01-09 01:30:00,111,30,194,"1/9/2015","1:51:00",-4.4,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 1:51",138,"0","1-30"
"389",2,2015-01-09,2015-01-09 02:00:00,112,0,195,"1/9/2015","2:51:00",-2.8,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 2:51",107,"0","2-0"
"390",2,2015-01-09,2015-01-09 02:30:00,107,30,195,"1/9/2015","2:51:00",-2.8,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 2:51",86,"0","2-30"
"391",3,2015-01-09,2015-01-09 03:00:00,68,0,196,"1/9/2015","3:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 3:51",92,"0","3-0"
"392",3,2015-01-09,2015-01-09 03:30:00,87,30,196,"1/9/2015","3:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 3:51",94,"0","3-30"
"393",4,2015-01-09,2015-01-09 04:00:00,75,0,197,"1/9/2015","4:51:00",-1.7,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 4:51",109,"0","4-0"
"394",4,2015-01-09,2015-01-09 04:30:00,115,30,197,"1/9/2015","4:51:00",-1.7,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 4:51",100,"0","4-30"
"395",5,2015-01-09,2015-01-09 05:00:00,156,0,198,"1/9/2015","5:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 5:51",99,"0","5-0"
"396",5,2015-01-09,2015-01-09 05:30:00,224,30,198,"1/9/2015","5:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 5:51",150,"0","5-30"
"397",6,2015-01-09,2015-01-09 06:00:00,290,0,199,"1/9/2015","6:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 6:51",179,"0","6-0"
"398",6,2015-01-09,2015-01-09 06:30:00,546,30,199,"1/9/2015","6:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 6:51",280,"0","6-30"
"399",7,2015-01-09,2015-01-09 07:00:00,559,0,200,"1/9/2015","7:11:00",-2,8,0,"Snow","6",1,2,NA,"1/9/2015 7:11",282,"0","7-0"
"400",7,2015-01-09,2015-01-09 07:30:00,680,30,200,"1/9/2015","7:11:00",-2,8,0,"Snow","6",1,2,NA,"1/9/2015 7:11",417,"0","7-30"
"401",8,2015-01-09,2015-01-09 08:00:00,593,0,201,"1/9/2015","8:51:00",-3.9,0.8,0.5,"Snow","6",1,2,NA,"1/9/2015 8:51",379,"0","8-0"
"402",8,2015-01-09,2015-01-09 08:30:00,609,30,201,"1/9/2015","8:51:00",-3.9,0.8,0.5,"Snow","6",1,2,NA,"1/9/2015 8:51",441,"0","8-30"
"403",9,2015-01-09,2015-01-09 09:00:00,498,0,202,"1/9/2015","9:02:00",-4,6.4,0,"Snow","6",1,2,NA,"1/9/2015 9:02",602,"0","9-0"
"404",9,2015-01-09,2015-01-09 09:30:00,440,30,202,"1/9/2015","9:02:00",-4,6.4,0,"Snow","6",1,2,NA,"1/9/2015 9:02",559,"0","9-30"
"405",10,2015-01-09,2015-01-09 10:00:00,520,0,203,"1/9/2015","10:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 10:51",581,"0","10-0"
"406",10,2015-01-09,2015-01-09 10:30:00,569,30,203,"1/9/2015","10:51:00",-2.2,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 10:51",627,"0","10-30"
"407",11,2015-01-09,2015-01-09 11:00:00,475,0,204,"1/9/2015","11:51:00",-1.7,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 11:51",541,"0","11-0"
"408",11,2015-01-09,2015-01-09 11:30:00,422,30,204,"1/9/2015","11:51:00",-1.7,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 11:51",485,"0","11-30"
"409",12,2015-01-09,2015-01-09 12:00:00,489,0,205,"1/9/2015","12:51:00",0,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 12:51",596,"0","12-0"
"410",12,2015-01-09,2015-01-09 12:30:00,605,30,205,"1/9/2015","12:51:00",0,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 12:51",543,"0","12-30"
"411",13,2015-01-09,2015-01-09 13:00:00,591,0,206,"1/9/2015","13:51:00",0.6,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 13:51",545,"0","13-0"
"412",13,2015-01-09,2015-01-09 13:30:00,463,30,206,"1/9/2015","13:51:00",0.6,16.1,0,"Overcast","6",1,2,NA,"1/9/2015 13:51",513,"0","13-30"
"413",14,2015-01-09,2015-01-09 14:00:00,539,0,207,"1/9/2015","14:51:00",0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 14:51",551,"0","14-0"
"414",14,2015-01-09,2015-01-09 14:30:00,690,30,207,"1/9/2015","14:51:00",0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 14:51",562,"0","14-30"
"415",15,2015-01-09,2015-01-09 15:00:00,694,0,208,"1/9/2015","15:51:00",0,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 15:51",565,"0","15-0"
"416",15,2015-01-09,2015-01-09 15:30:00,681,30,208,"1/9/2015","15:51:00",0,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 15:51",584,"0","15-30"
"417",16,2015-01-09,2015-01-09 16:00:00,526,0,209,"1/9/2015","16:51:00",0,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 16:51",527,"0","16-0"
"418",16,2015-01-09,2015-01-09 16:30:00,538,30,209,"1/9/2015","16:51:00",0,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 16:51",469,"0","16-30"
"419",17,2015-01-09,2015-01-09 17:00:00,641,0,210,"1/9/2015","17:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 17:51",600,"0","17-0"
"420",17,2015-01-09,2015-01-09 17:30:00,693,30,210,"1/9/2015","17:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 17:51",587,"0","17-30"
"421",18,2015-01-09,2015-01-09 18:00:00,761,0,211,"1/9/2015","18:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 18:51",598,"0","18-0"
"422",18,2015-01-09,2015-01-09 18:30:00,839,30,211,"1/9/2015","18:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 18:51",513,"0","18-30"
"423",19,2015-01-09,2015-01-09 19:00:00,899,0,212,"1/9/2015","19:51:00",-1.7,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 19:51",593,"0","19-0"
"424",19,2015-01-09,2015-01-09 19:30:00,975,30,212,"1/9/2015","19:51:00",-1.7,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 19:51",484,"0","19-30"
"425",20,2015-01-09,2015-01-09 20:00:00,803,0,213,"1/9/2015","20:51:00",-2.2,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 20:51",545,"0","20-0"
"426",20,2015-01-09,2015-01-09 20:30:00,719,30,213,"1/9/2015","20:51:00",-2.2,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 20:51",531,"0","20-30"
"427",21,2015-01-09,2015-01-09 21:00:00,665,0,214,"1/9/2015","21:51:00",-2.8,16.1,0,"Clear","6",1,2,NA,"1/9/2015 21:51",581,"0","21-0"
"428",21,2015-01-09,2015-01-09 21:30:00,557,30,214,"1/9/2015","21:51:00",-2.8,16.1,0,"Clear","6",1,2,NA,"1/9/2015 21:51",425,"0","21-30"
"429",22,2015-01-09,2015-01-09 22:00:00,587,0,215,"1/9/2015","22:51:00",-3.9,16.1,0,"Clear","6",1,2,NA,"1/9/2015 22:51",388,"0","22-0"
"430",22,2015-01-09,2015-01-09 22:30:00,587,30,215,"1/9/2015","22:51:00",-3.9,16.1,0,"Clear","6",1,2,NA,"1/9/2015 22:51",449,"0","22-30"
"431",23,2015-01-09,2015-01-09 23:00:00,580,0,216,"1/9/2015","23:51:00",-4.4,16.1,0,"Clear","6",1,2,NA,"1/9/2015 23:51",435,"0","23-0"
"432",23,2015-01-09,2015-01-09 23:30:00,528,30,216,"1/9/2015","23:51:00",-4.4,16.1,0,"Clear","6",1,2,NA,"1/9/2015 23:51",563,"0","23-30"
"433",0,2015-01-10,2015-01-10 00:00:00,526,0,217,"1/10/2015","0:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 0:51",406,"0","0-0"
"434",0,2015-01-10,2015-01-10 00:30:00,397,30,217,"1/10/2015","0:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 0:51",263,"0","0-30"
"435",1,2015-01-10,2015-01-10 01:00:00,335,0,218,"1/10/2015","1:51:00",-5.6,16.1,0,"Clear","7",1,2,NA,"1/10/2015 1:51",268,"0","1-0"
"436",1,2015-01-10,2015-01-10 01:30:00,327,30,218,"1/10/2015","1:51:00",-5.6,16.1,0,"Clear","7",1,2,NA,"1/10/2015 1:51",266,"0","1-30"
"437",2,2015-01-10,2015-01-10 02:00:00,276,0,219,"1/10/2015","2:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 2:51",220,"0","2-0"
"438",2,2015-01-10,2015-01-10 02:30:00,230,30,219,"1/10/2015","2:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 2:51",208,"0","2-30"
"439",3,2015-01-10,2015-01-10 03:00:00,219,0,220,"1/10/2015","3:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 3:51",181,"0","3-0"
"440",3,2015-01-10,2015-01-10 03:30:00,194,30,220,"1/10/2015","3:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 3:51",187,"0","3-30"
"441",4,2015-01-10,2015-01-10 04:00:00,235,0,221,"1/10/2015","4:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 4:51",217,"0","4-0"
"442",4,2015-01-10,2015-01-10 04:30:00,184,30,221,"1/10/2015","4:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 4:51",183,"0","4-30"
"443",5,2015-01-10,2015-01-10 05:00:00,166,0,222,"1/10/2015","5:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 5:51",160,"0","5-0"
"444",5,2015-01-10,2015-01-10 05:30:00,182,30,222,"1/10/2015","5:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 5:51",142,"0","5-30"
"445",6,2015-01-10,2015-01-10 06:00:00,206,0,223,"1/10/2015","6:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 6:51",171,"0","6-0"
"446",6,2015-01-10,2015-01-10 06:30:00,276,30,223,"1/10/2015","6:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 6:51",242,"0","6-30"
"447",7,2015-01-10,2015-01-10 07:00:00,308,0,224,"1/10/2015","7:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 7:51",219,"0","7-0"
"448",7,2015-01-10,2015-01-10 07:30:00,436,30,224,"1/10/2015","7:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 7:51",318,"0","7-30"
"449",8,2015-01-10,2015-01-10 08:00:00,397,0,225,"1/10/2015","8:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 8:51",334,"0","8-0"
"450",8,2015-01-10,2015-01-10 08:30:00,658,30,225,"1/10/2015","8:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 8:51",450,"0","8-30"
"451",9,2015-01-10,2015-01-10 09:00:00,587,0,226,"1/10/2015","9:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 9:51",612,"0","9-0"
"452",9,2015-01-10,2015-01-10 09:30:00,760,30,226,"1/10/2015","9:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 9:51",602,"0","9-30"
"453",10,2015-01-10,2015-01-10 10:00:00,719,0,227,"1/10/2015","10:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 10:51",612,"0","10-0"
"454",10,2015-01-10,2015-01-10 10:30:00,700,30,227,"1/10/2015","10:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 10:51",601,"0","10-30"
"455",11,2015-01-10,2015-01-10 11:00:00,760,0,228,"1/10/2015","11:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 11:51",645,"0","11-0"
"456",11,2015-01-10,2015-01-10 11:30:00,707,30,228,"1/10/2015","11:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 11:51",540,"0","11-30"
"457",12,2015-01-10,2015-01-10 12:00:00,678,0,229,"1/10/2015","12:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 12:51",570,"0","12-0"
"458",12,2015-01-10,2015-01-10 12:30:00,694,30,229,"1/10/2015","12:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 12:51",581,"0","12-30"
"459",13,2015-01-10,2015-01-10 13:00:00,640,0,230,"1/10/2015","13:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 13:51",542,"0","13-0"
"460",13,2015-01-10,2015-01-10 13:30:00,600,30,230,"1/10/2015","13:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 13:51",501,"0","13-30"
"461",14,2015-01-10,2015-01-10 14:00:00,598,0,231,"1/10/2015","14:51:00",-4.4,16.1,0,"Clear","7",1,2,NA,"1/10/2015 14:51",570,"0","14-0"
"462",14,2015-01-10,2015-01-10 14:30:00,562,30,231,"1/10/2015","14:51:00",-4.4,16.1,0,"Clear","7",1,2,NA,"1/10/2015 14:51",615,"0","14-30"
"463",15,2015-01-10,2015-01-10 15:00:00,664,0,232,"1/10/2015","15:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 15:51",624,"0","15-0"
"464",15,2015-01-10,2015-01-10 15:30:00,669,30,232,"1/10/2015","15:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 15:51",579,"0","15-30"
"465",16,2015-01-10,2015-01-10 16:00:00,603,0,233,"1/10/2015","16:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 16:51",506,"0","16-0"
"466",16,2015-01-10,2015-01-10 16:30:00,501,30,233,"1/10/2015","16:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 16:51",457,"0","16-30"
"467",17,2015-01-10,2015-01-10 17:00:00,634,0,234,"1/10/2015","17:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 17:51",606,"0","17-0"
"468",17,2015-01-10,2015-01-10 17:30:00,631,30,234,"1/10/2015","17:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 17:51",628,"0","17-30"
"469",18,2015-01-10,2015-01-10 18:00:00,699,0,235,"1/10/2015","18:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 18:51",709,"0","18-0"
"470",18,2015-01-10,2015-01-10 18:30:00,670,30,235,"1/10/2015","18:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 18:51",626,"0","18-30"
"471",19,2015-01-10,2015-01-10 19:00:00,653,0,236,"1/10/2015","19:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 19:51",643,"0","19-0"
"472",19,2015-01-10,2015-01-10 19:30:00,559,30,236,"1/10/2015","19:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 19:51",630,"0","19-30"
"473",20,2015-01-10,2015-01-10 20:00:00,667,0,237,"1/10/2015","20:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 20:51",592,"0","20-0"
"474",20,2015-01-10,2015-01-10 20:30:00,512,30,237,"1/10/2015","20:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 20:51",533,"0","20-30"
"475",21,2015-01-10,2015-01-10 21:00:00,473,0,238,"1/10/2015","21:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 21:51",593,"0","21-0"
"476",21,2015-01-10,2015-01-10 21:30:00,542,30,238,"1/10/2015","21:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 21:51",445,"0","21-30"
"477",22,2015-01-10,2015-01-10 22:00:00,543,0,239,"1/10/2015","22:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 22:51",597,"0","22-0"
"478",22,2015-01-10,2015-01-10 22:30:00,499,30,239,"1/10/2015","22:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 22:51",583,"0","22-30"
"479",23,2015-01-10,2015-01-10 23:00:00,526,0,240,"1/10/2015","23:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 23:51",552,"0","23-0"
"480",23,2015-01-10,2015-01-10 23:30:00,651,30,240,"1/10/2015","23:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 23:51",675,"0","23-30"
"481",0,2015-01-11,2015-01-11 00:00:00,467,0,241,"1/11/2015","0:51:00",-6.7,16.1,0,"Overcast","1",1,3,NA,"1/11/2015 0:51",577,"0","0-0"
"482",0,2015-01-11,2015-01-11 00:30:00,407,30,241,"1/11/2015","0:51:00",-6.7,16.1,0,"Overcast","1",1,3,NA,"1/11/2015 0:51",435,"0","0-30"
