"","Hour_of_day","Day_date","date_time","pickups","min","Row_num","Date","Time..EST.","Temp.","Visibility","Precip","Conditions","Day_of_week","Month","Week","X","Date_1","one_week_lag_pickups","isholiday","hour_min"
"417",16,2015-01-09,2015-01-09 16:00:00,471,0,209,"1/9/2015","16:51:00",0,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 16:51",473,"0","16-0"
"418",16,2015-01-09,2015-01-09 16:30:00,437,30,209,"1/9/2015","16:51:00",0,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 16:51",445,"0","16-30"
"419",17,2015-01-09,2015-01-09 17:00:00,476,0,210,"1/9/2015","17:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 17:51",494,"0","17-0"
"420",17,2015-01-09,2015-01-09 17:30:00,568,30,210,"1/9/2015","17:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 17:51",468,"0","17-30"
"421",18,2015-01-09,2015-01-09 18:00:00,621,0,211,"1/9/2015","18:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 18:51",552,"0","18-0"
"422",18,2015-01-09,2015-01-09 18:30:00,564,30,211,"1/9/2015","18:51:00",-0.6,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 18:51",589,"0","18-30"
"423",19,2015-01-09,2015-01-09 19:00:00,632,0,212,"1/9/2015","19:51:00",-1.7,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 19:51",518,"0","19-0"
"424",19,2015-01-09,2015-01-09 19:30:00,591,30,212,"1/9/2015","19:51:00",-1.7,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 19:51",503,"0","19-30"
"425",20,2015-01-09,2015-01-09 20:00:00,597,0,213,"1/9/2015","20:51:00",-2.2,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 20:51",562,"0","20-0"
"426",20,2015-01-09,2015-01-09 20:30:00,630,30,213,"1/9/2015","20:51:00",-2.2,16.1,0,"Partly Cloudy","6",1,2,NA,"1/9/2015 20:51",512,"0","20-30"
"427",21,2015-01-09,2015-01-09 21:00:00,641,0,214,"1/9/2015","21:51:00",-2.8,16.1,0,"Clear","6",1,2,NA,"1/9/2015 21:51",544,"0","21-0"
"428",21,2015-01-09,2015-01-09 21:30:00,633,30,214,"1/9/2015","21:51:00",-2.8,16.1,0,"Clear","6",1,2,NA,"1/9/2015 21:51",537,"0","21-30"
"429",22,2015-01-09,2015-01-09 22:00:00,654,0,215,"1/9/2015","22:51:00",-3.9,16.1,0,"Clear","6",1,2,NA,"1/9/2015 22:51",545,"0","22-0"
"430",22,2015-01-09,2015-01-09 22:30:00,622,30,215,"1/9/2015","22:51:00",-3.9,16.1,0,"Clear","6",1,2,NA,"1/9/2015 22:51",579,"0","22-30"
"431",23,2015-01-09,2015-01-09 23:00:00,670,0,216,"1/9/2015","23:51:00",-4.4,16.1,0,"Clear","6",1,2,NA,"1/9/2015 23:51",606,"0","23-0"
"432",23,2015-01-09,2015-01-09 23:30:00,728,30,216,"1/9/2015","23:51:00",-4.4,16.1,0,"Clear","6",1,2,NA,"1/9/2015 23:51",557,"0","23-30"
"433",0,2015-01-10,2015-01-10 00:00:00,595,0,217,"1/10/2015","0:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 0:51",541,"0","0-0"
"434",0,2015-01-10,2015-01-10 00:30:00,676,30,217,"1/10/2015","0:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 0:51",428,"0","0-30"
"435",1,2015-01-10,2015-01-10 01:00:00,570,0,218,"1/10/2015","1:51:00",-5.6,16.1,0,"Clear","7",1,2,NA,"1/10/2015 1:51",405,"0","1-0"
"436",1,2015-01-10,2015-01-10 01:30:00,493,30,218,"1/10/2015","1:51:00",-5.6,16.1,0,"Clear","7",1,2,NA,"1/10/2015 1:51",341,"0","1-30"
"437",2,2015-01-10,2015-01-10 02:00:00,437,0,219,"1/10/2015","2:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 2:51",270,"0","2-0"
"438",2,2015-01-10,2015-01-10 02:30:00,386,30,219,"1/10/2015","2:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 2:51",249,"0","2-30"
"439",3,2015-01-10,2015-01-10 03:00:00,364,0,220,"1/10/2015","3:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 3:51",267,"0","3-0"
"440",3,2015-01-10,2015-01-10 03:30:00,311,30,220,"1/10/2015","3:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 3:51",227,"0","3-30"
"441",4,2015-01-10,2015-01-10 04:00:00,299,0,221,"1/10/2015","4:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 4:51",246,"0","4-0"
"442",4,2015-01-10,2015-01-10 04:30:00,170,30,221,"1/10/2015","4:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 4:51",167,"0","4-30"
"443",5,2015-01-10,2015-01-10 05:00:00,187,0,222,"1/10/2015","5:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 5:51",187,"0","5-0"
"444",5,2015-01-10,2015-01-10 05:30:00,207,30,222,"1/10/2015","5:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 5:51",282,"0","5-30"
"445",6,2015-01-10,2015-01-10 06:00:00,313,0,223,"1/10/2015","6:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 6:51",260,"0","6-0"
"446",6,2015-01-10,2015-01-10 06:30:00,319,30,223,"1/10/2015","6:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 6:51",374,"0","6-30"
"447",7,2015-01-10,2015-01-10 07:00:00,336,0,224,"1/10/2015","7:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 7:51",284,"0","7-0"
"448",7,2015-01-10,2015-01-10 07:30:00,325,30,224,"1/10/2015","7:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 7:51",261,"0","7-30"
"449",8,2015-01-10,2015-01-10 08:00:00,319,0,225,"1/10/2015","8:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 8:51",330,"0","8-0"
"450",8,2015-01-10,2015-01-10 08:30:00,361,30,225,"1/10/2015","8:51:00",-7.8,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 8:51",294,"0","8-30"
"451",9,2015-01-10,2015-01-10 09:00:00,366,0,226,"1/10/2015","9:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 9:51",248,"0","9-0"
"452",9,2015-01-10,2015-01-10 09:30:00,372,30,226,"1/10/2015","9:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 9:51",276,"0","9-30"
"453",10,2015-01-10,2015-01-10 10:00:00,395,0,227,"1/10/2015","10:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 10:51",289,"0","10-0"
"454",10,2015-01-10,2015-01-10 10:30:00,421,30,227,"1/10/2015","10:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 10:51",372,"0","10-30"
"455",11,2015-01-10,2015-01-10 11:00:00,404,0,228,"1/10/2015","11:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 11:51",336,"0","11-0"
"456",11,2015-01-10,2015-01-10 11:30:00,448,30,228,"1/10/2015","11:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 11:51",336,"0","11-30"
"457",12,2015-01-10,2015-01-10 12:00:00,378,0,229,"1/10/2015","12:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 12:51",335,"0","12-0"
"458",12,2015-01-10,2015-01-10 12:30:00,494,30,229,"1/10/2015","12:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 12:51",416,"0","12-30"
"459",13,2015-01-10,2015-01-10 13:00:00,439,0,230,"1/10/2015","13:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 13:51",426,"0","13-0"
"460",13,2015-01-10,2015-01-10 13:30:00,480,30,230,"1/10/2015","13:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 13:51",402,"0","13-30"
"461",14,2015-01-10,2015-01-10 14:00:00,440,0,231,"1/10/2015","14:51:00",-4.4,16.1,0,"Clear","7",1,2,NA,"1/10/2015 14:51",463,"0","14-0"
"462",14,2015-01-10,2015-01-10 14:30:00,513,30,231,"1/10/2015","14:51:00",-4.4,16.1,0,"Clear","7",1,2,NA,"1/10/2015 14:51",497,"0","14-30"
"463",15,2015-01-10,2015-01-10 15:00:00,667,0,232,"1/10/2015","15:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 15:51",573,"0","15-0"
"464",15,2015-01-10,2015-01-10 15:30:00,673,30,232,"1/10/2015","15:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 15:51",500,"0","15-30"
"465",16,2015-01-10,2015-01-10 16:00:00,610,0,233,"1/10/2015","16:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 16:51",546,"0","16-0"
"466",16,2015-01-10,2015-01-10 16:30:00,551,30,233,"1/10/2015","16:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 16:51",474,"0","16-30"
"467",17,2015-01-10,2015-01-10 17:00:00,552,0,234,"1/10/2015","17:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 17:51",427,"0","17-0"
"468",17,2015-01-10,2015-01-10 17:30:00,584,30,234,"1/10/2015","17:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 17:51",456,"0","17-30"
"469",18,2015-01-10,2015-01-10 18:00:00,607,0,235,"1/10/2015","18:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 18:51",483,"0","18-0"
"470",18,2015-01-10,2015-01-10 18:30:00,568,30,235,"1/10/2015","18:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 18:51",469,"0","18-30"
"471",19,2015-01-10,2015-01-10 19:00:00,685,0,236,"1/10/2015","19:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 19:51",455,"0","19-0"
"472",19,2015-01-10,2015-01-10 19:30:00,635,30,236,"1/10/2015","19:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 19:51",416,"0","19-30"
"473",20,2015-01-10,2015-01-10 20:00:00,604,0,237,"1/10/2015","20:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 20:51",416,"0","20-0"
"474",20,2015-01-10,2015-01-10 20:30:00,562,30,237,"1/10/2015","20:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 20:51",450,"0","20-30"
"475",21,2015-01-10,2015-01-10 21:00:00,568,0,238,"1/10/2015","21:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 21:51",480,"0","21-0"
"476",21,2015-01-10,2015-01-10 21:30:00,639,30,238,"1/10/2015","21:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 21:51",498,"0","21-30"
"477",22,2015-01-10,2015-01-10 22:00:00,634,0,239,"1/10/2015","22:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 22:51",494,"0","22-0"
"478",22,2015-01-10,2015-01-10 22:30:00,751,30,239,"1/10/2015","22:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 22:51",630,"0","22-30"
"479",23,2015-01-10,2015-01-10 23:00:00,716,0,240,"1/10/2015","23:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 23:51",493,"0","23-0"
"480",23,2015-01-10,2015-01-10 23:30:00,714,30,240,"1/10/2015","23:51:00",-6.7,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 23:51",541,"0","23-30"
"481",0,2015-01-11,2015-01-11 00:00:00,646,0,241,"1/11/2015","0:51:00",-6.7,16.1,0,"Overcast","1",1,3,NA,"1/11/2015 0:51",500,"0","0-0"
"482",0,2015-01-11,2015-01-11 00:30:00,594,30,241,"1/11/2015","0:51:00",-6.7,16.1,0,"Overcast","1",1,3,NA,"1/11/2015 0:51",532,"0","0-30"
