"","Hour_of_day","Day_date","date_time","pickups","min","Row_num","Date","Time..EST.","Temp.","Visibility","Precip","Conditions","Day_of_week","Month","Week","X","Date_1","one_week_lag_pickups","isholiday","hour_min"
"456",11,2015-01-10,2015-01-10 11:30:00,4912,30,228,"1/10/2015","11:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 11:51",3429,"0","11-30"
"457",12,2015-01-10,2015-01-10 12:00:00,4822,0,229,"1/10/2015","12:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 12:51",3806,"0","12-0"
"458",12,2015-01-10,2015-01-10 12:30:00,5144,30,229,"1/10/2015","12:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 12:51",3992,"0","12-30"
"459",13,2015-01-10,2015-01-10 13:00:00,5003,0,230,"1/10/2015","13:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 13:51",4299,"0","13-0"
"460",13,2015-01-10,2015-01-10 13:30:00,4927,30,230,"1/10/2015","13:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 13:51",4461,"0","13-30"
"461",14,2015-01-10,2015-01-10 14:00:00,4689,0,231,"1/10/2015","14:51:00",-4.4,16.1,0,"Clear","7",1,2,NA,"1/10/2015 14:51",4489,"0","14-0"
"462",14,2015-01-10,2015-01-10 14:30:00,4886,30,231,"1/10/2015","14:51:00",-4.4,16.1,0,"Clear","7",1,2,NA,"1/10/2015 14:51",4588,"0","14-30"
"463",15,2015-01-10,2015-01-10 15:00:00,4964,0,232,"1/10/2015","15:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 15:51",4453,"0","15-0"
"464",15,2015-01-10,2015-01-10 15:30:00,5227,30,232,"1/10/2015","15:51:00",-5,16.1,0,"Clear","7",1,2,NA,"1/10/2015 15:51",4088,"0","15-30"
"465",16,2015-01-10,2015-01-10 16:00:00,5164,0,233,"1/10/2015","16:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 16:51",3905,"0","16-0"
"466",16,2015-01-10,2015-01-10 16:30:00,4653,30,233,"1/10/2015","16:51:00",-5.6,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 16:51",3583,"0","16-30"
"467",17,2015-01-10,2015-01-10 17:00:00,4763,0,234,"1/10/2015","17:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 17:51",3893,"0","17-0"
"468",17,2015-01-10,2015-01-10 17:30:00,5361,30,234,"1/10/2015","17:51:00",-6.1,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 17:51",4002,"0","17-30"
"469",18,2015-01-10,2015-01-10 18:00:00,5850,0,235,"1/10/2015","18:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 18:51",4414,"0","18-0"
"470",18,2015-01-10,2015-01-10 18:30:00,6193,30,235,"1/10/2015","18:51:00",-6.1,16.1,0,"Clear","7",1,2,NA,"1/10/2015 18:51",4855,"0","18-30"
"471",19,2015-01-10,2015-01-10 19:00:00,6715,0,236,"1/10/2015","19:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 19:51",4986,"0","19-0"
"472",19,2015-01-10,2015-01-10 19:30:00,6653,30,236,"1/10/2015","19:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 19:51",4995,"0","19-30"
"473",20,2015-01-10,2015-01-10 20:00:00,7710,0,237,"1/10/2015","20:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 20:51",4454,"0","20-0"
"474",20,2015-01-10,2015-01-10 20:30:00,6664,30,237,"1/10/2015","20:51:00",-6.7,16.1,0,"Clear","7",1,2,NA,"1/10/2015 20:51",4451,"0","20-30"
"475",21,2015-01-10,2015-01-10 21:00:00,6284,0,238,"1/10/2015","21:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 21:51",4714,"0","21-0"
"476",21,2015-01-10,2015-01-10 21:30:00,6650,30,238,"1/10/2015","21:51:00",-7.2,16.1,0,"Clear","7",1,2,NA,"1/10/2015 21:51",4676,"0","21-30"
"477",22,2015-01-10,2015-01-10 22:00:00,7033,0,239,"1/10/2015","22:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 22:51",4892,"0","22-0"
"478",22,2015-01-10,2015-01-10 22:30:00,7578,30,239,"1/10/2015","22:51:00",-7.2,16.1,0,"Partly Cloudy","7",1,2,NA,"1/10/2015 22:51",4729,"0","22-30"
"479",23,2015-01-10,2015-01-10 23:00:00,8231,0,240,"1/10/2015","23:51:00",-6.7,16.1,0,"Scattered Clouds","7",1,2,NA,"1/10/2015 23:51",5323,"0","23-0"
